"group","id","Item","R","compromised"
0,23,15,0,0
0,24,15,0,0
0,25,15,1,0
0,26,15,0,0
0,27,15,0,0
0,28,15,1,0
0,29,15,0,0
0,30,15,0,0
0,31,15,0,0
0,32,15,1,0
0,33,15,0,0
0,34,15,0,0
0,35,15,1,0
0,36,15,1,0
0,37,15,1,0
0,38,15,0,0
0,39,15,0,0
0,40,15,0,0
0,41,15,0,0
0,42,15,1,0
0,43,15,1,0
0,44,15,0,0
0,45,15,1,0
0,46,15,0,0
0,47,15,0,0
0,48,15,1,0
0,49,15,0,0
0,50,15,0,0
0,51,15,0,0
0,52,15,0,0
0,53,15,0,0
0,54,15,0,0
0,55,15,0,0
0,56,15,0,0
0,57,15,0,0
0,58,15,0,0
0,59,15,0,0
1,60,15,0,0
0,61,15,0,0
0,62,15,0,0
0,63,15,1,0
0,64,15,0,0
0,65,15,1,0
0,66,15,0,0
1,67,15,0,0
1,68,15,0,0
0,69,15,0,0
0,70,15,0,0
0,71,15,0,0
0,72,15,0,0
0,73,15,1,0
0,74,15,0,0
0,75,15,0,0
0,76,15,1,0
0,77,15,0,0
0,78,15,1,0
0,79,15,1,0
0,80,15,0,0
0,81,15,0,0
0,82,15,1,0
0,83,15,0,0
0,84,15,0,0
0,85,15,1,0
0,86,15,0,0
0,87,15,0,0
1,88,15,0,0
0,89,15,0,0
0,90,15,0,0
0,91,15,0,0
0,92,15,0,0
0,93,15,0,0
0,94,15,1,0
0,95,15,1,0
0,96,15,0,0
0,97,15,1,0
0,98,15,0,0
0,99,15,0,0
0,100,15,0,0
0,101,15,0,0
0,102,15,0,0
0,103,15,0,0
0,104,15,1,0
0,105,15,0,0
0,106,15,0,0
0,107,15,0,0
0,108,15,0,0
0,109,15,0,0
1,110,15,0,0
0,111,15,0,0
0,112,15,1,0
0,113,15,0,0
0,114,15,0,0
0,115,15,1,0
0,116,15,0,0
0,117,15,0,0
0,118,15,0,0
0,119,15,0,0
0,120,15,1,0
0,121,15,1,0
0,122,15,0,0
1,123,15,1,0
0,124,15,0,0
0,125,15,0,0
0,126,15,1,0
0,127,15,0,0
0,128,15,0,0
0,129,15,1,0
0,130,15,0,0
0,131,15,0,0
0,132,15,0,0
0,133,15,0,0
1,134,15,1,0
0,135,15,1,0
0,136,15,0,0
0,137,15,0,0
0,138,15,0,0
0,139,15,0,0
0,140,15,0,0
0,141,15,0,0
0,142,15,0,0
0,143,15,0,0
0,144,15,0,0
0,145,15,0,0
0,146,15,0,0
0,147,15,0,0
0,148,15,1,0
0,149,15,0,0
0,150,15,0,0
0,151,15,1,0
0,152,15,0,0
1,153,15,1,0
0,154,15,0,0
0,155,15,1,0
0,156,15,0,0
0,157,15,0,0
0,158,15,0,0
0,159,15,0,0
0,160,15,0,0
0,161,15,1,0
0,162,15,0,0
0,163,15,0,0
0,164,15,0,0
0,165,15,1,0
1,166,15,0,0
0,167,15,1,0
0,168,15,0,0
0,169,15,1,0
0,170,15,0,0
0,171,15,0,0
0,172,15,0,0
0,173,15,0,0
0,174,15,0,0
0,175,15,1,0
1,176,15,1,0
0,177,15,1,0
0,178,15,0,0
0,179,15,0,0
0,180,15,1,0
0,181,15,1,0
1,182,15,0,0
0,183,15,0,0
0,184,15,0,0
0,185,15,0,0
0,186,15,0,0
1,187,15,1,0
0,188,15,1,0
0,189,15,1,0
0,190,15,0,0
0,191,15,0,0
0,192,15,0,0
0,193,15,0,0
1,194,15,1,0
0,195,15,0,0
0,196,15,0,0
0,197,15,0,0
0,198,15,0,0
1,199,15,1,0
0,200,15,0,0
1,201,15,0,0
0,202,15,0,0
0,203,15,0,0
1,204,15,1,0
0,205,15,0,0
0,206,15,1,0
1,207,15,0,0
0,208,15,0,0
0,209,15,0,0
0,210,15,1,0
0,211,15,0,0
1,212,15,0,0
0,213,15,0,0
0,214,15,0,0
0,215,15,0,0
0,216,15,0,0
0,217,15,0,0
0,218,15,0,0
0,219,15,0,0
1,220,15,0,0
0,221,15,0,0
0,222,15,0,0
0,223,15,1,0
0,224,15,0,0
0,225,15,0,0
0,226,15,0,0
0,227,15,0,0
0,228,15,1,0
0,229,15,0,0
0,230,15,0,0
0,231,15,0,0
0,232,15,1,0
0,233,15,0,0
0,234,15,0,0
0,235,15,0,0
0,236,15,1,0
0,237,15,0,0
0,238,15,1,0
0,239,15,0,0
0,240,15,0,0
0,241,15,0,0
1,242,15,0,0
0,243,15,0,0
1,244,15,0,0
0,245,15,0,0
0,246,15,0,0
0,247,15,0,0
0,248,15,0,0
0,249,15,0,0
0,250,15,0,0
0,251,15,1,0
0,252,15,0,0
0,253,15,0,0
0,254,15,0,0
0,255,15,0,0
0,256,15,0,0
0,257,15,0,0
0,258,15,1,0
0,259,15,0,0
0,260,15,0,0
1,261,15,1,0
0,262,15,0,0
0,263,15,1,0
0,264,15,0,0
0,265,15,0,0
0,266,15,0,0
0,267,15,1,0
0,268,15,0,0
0,269,15,1,0
0,270,15,0,0
0,271,15,0,0
1,272,15,1,0
0,273,15,0,0
1,274,15,0,0
1,275,15,0,0
0,276,15,1,0
0,277,15,1,0
0,278,15,0,0
0,279,15,0,0
0,280,15,0,0
0,281,15,0,0
0,282,15,0,0
0,283,15,1,0
0,284,15,0,0
0,285,15,0,0
0,286,15,0,0
0,287,15,0,0
0,288,15,0,0
0,289,15,0,0
0,290,15,1,0
0,291,15,0,0
0,292,15,0,0
0,293,15,0,0
0,294,15,0,0
0,295,15,1,0
0,296,15,1,0
0,297,15,1,0
0,298,15,0,0
0,299,15,0,0
0,300,15,0,0
0,301,15,0,0
0,302,15,0,0
0,303,15,0,0
0,304,15,0,0
0,305,15,0,0
0,306,15,0,0
1,307,15,0,0
0,308,15,1,0
0,309,15,0,0
0,310,15,0,0
0,311,15,0,0
0,312,15,1,0
0,313,15,0,0
0,314,15,0,0
0,315,15,0,0
0,316,15,0,0
0,317,15,1,0
0,318,15,0,0
0,319,15,0,0
0,320,15,0,0
0,321,15,0,0
0,322,15,0,0
0,323,15,0,0
1,324,15,0,0
0,325,15,0,0
0,326,15,0,0
1,327,15,0,0
0,328,15,0,0
0,329,15,1,0
0,330,15,0,0
0,331,15,0,0
0,332,15,0,0
0,333,15,0,0
0,334,15,1,0
0,335,15,0,0
0,336,15,1,0
0,337,15,0,0
0,338,15,0,0
0,339,15,1,0
0,340,15,0,0
0,341,15,1,0
0,342,15,1,0
0,343,15,1,0
0,344,15,1,0
0,345,15,0,0
0,346,15,1,0
1,347,15,1,0
0,348,15,0,0
0,349,15,0,0
0,350,15,1,0
0,351,15,1,0
0,352,15,1,0
0,353,15,1,0
0,354,15,1,0
0,355,15,0,0
0,356,15,0,0
0,357,15,0,0
0,358,15,0,0
0,359,15,0,0
0,360,15,0,0
0,361,15,0,0
0,362,15,0,0
0,363,15,0,0
0,364,15,0,0
0,365,15,0,0
0,366,15,1,0
0,367,15,1,0
0,368,15,0,0
0,369,15,1,0
0,370,15,0,0
0,371,15,0,0
0,372,15,1,0
1,373,15,0,0
0,374,15,1,0
0,375,15,1,0
0,376,15,0,0
0,377,15,1,0
0,378,15,0,0
0,379,15,0,0
0,380,15,0,0
0,381,15,0,0
0,382,15,0,0
0,383,15,0,0
0,384,15,0,0
0,385,15,0,0
1,386,15,0,0
0,387,15,0,0
1,388,15,0,0
0,389,15,0,0
0,390,15,0,0
0,391,15,1,0
0,392,15,0,0
0,393,15,0,0
0,394,15,1,0
0,395,15,0,0
0,396,15,0,0
0,397,15,0,0
0,398,15,1,0
0,399,15,0,0
0,400,15,0,0
0,401,15,0,0
0,402,15,1,0
1,403,15,1,0
0,404,15,1,0
0,405,15,0,0
1,406,15,0,0
0,407,15,0,0
0,408,15,0,0
1,409,15,0,0
0,410,15,1,0
0,411,15,0,0
0,412,15,1,0
0,413,15,1,0
0,414,15,0,0
0,415,15,0,0
0,416,15,0,0
0,417,15,0,0
0,418,15,0,0
1,419,15,0,0
0,420,15,0,0
0,421,15,1,0
0,422,15,1,0
0,423,15,1,0
0,424,15,0,0
0,425,15,1,0
0,426,15,0,0
0,427,15,0,0
0,428,15,0,0
0,429,15,0,0
0,430,15,1,0
0,431,15,1,0
0,432,15,0,0
1,433,15,0,0
1,434,15,1,0
0,435,15,1,0
0,436,15,0,0
0,437,15,0,0
1,438,15,1,0
0,439,15,1,0
0,440,15,0,0
0,441,15,0,0
0,442,15,0,0
0,443,15,0,0
1,444,15,0,0
1,445,15,1,0
0,446,15,0,0
0,447,15,0,0
0,448,15,0,0
0,449,15,0,0
0,450,15,0,0
0,451,15,0,0
0,452,15,0,0
0,453,15,1,0
0,454,15,1,0
0,455,15,0,0
0,456,15,0,0
1,457,15,0,0
0,458,15,0,0
0,459,15,0,0
0,460,15,1,0
1,461,15,0,0
0,462,15,0,0
0,463,15,0,0
0,464,15,0,0
0,465,15,0,0
0,466,15,0,0
0,467,15,0,0
0,468,15,0,0
0,469,15,1,0
1,470,15,0,0
0,471,15,1,0
0,472,15,0,0
0,473,15,0,0
0,474,15,1,0
0,475,15,1,0
0,476,15,0,0
0,477,15,0,0
0,478,15,1,0
0,479,15,1,0
0,480,15,0,0
0,481,15,0,0
0,482,15,0,0
0,483,15,0,0
0,484,15,1,0
0,485,15,0,0
0,486,15,1,0
0,487,15,0,0
0,488,15,0,0
0,489,15,0,0
1,490,15,0,0
1,491,15,0,0
0,492,15,0,0
0,493,15,1,0
0,494,15,0,0
0,495,15,0,0
0,496,15,1,0
0,497,15,1,0
0,498,15,0,0
0,499,15,0,0
0,500,15,1,0
0,1,16,1,0
0,2,16,0,0
0,3,16,1,0
1,4,16,0,0
0,5,16,1,0
1,6,16,0,0
0,7,16,0,0
0,8,16,0,0
0,9,16,0,0
0,10,16,0,0
1,11,16,0,0
0,12,16,0,0
0,13,16,1,0
1,14,16,0,0
0,15,16,0,0
0,16,16,0,0
0,17,16,0,0
0,18,16,0,0
0,19,16,0,0
0,20,16,1,0
0,21,16,0,0
0,22,16,0,0
0,23,16,1,0
0,24,16,0,0
0,25,16,0,0
0,26,16,0,0
0,27,16,0,0
0,28,16,0,0
0,29,16,0,0
0,30,16,0,0
0,31,16,0,0
0,32,16,0,0
0,33,16,0,0
0,34,16,0,0
0,35,16,0,0
0,36,16,0,0
0,37,16,1,0
0,38,16,0,0
0,39,16,0,0
0,40,16,0,0
0,41,16,0,0
0,42,16,0,0
0,43,16,0,0
0,44,16,0,0
0,45,16,1,0
0,46,16,0,0
0,47,16,0,0
0,48,16,0,0
0,49,16,0,0
0,50,16,0,0
0,51,16,1,0
0,52,16,0,0
0,53,16,0,0
0,54,16,0,0
0,55,16,0,0
0,56,16,0,0
0,57,16,0,0
0,58,16,0,0
0,59,16,0,0
1,60,16,0,0
0,61,16,0,0
0,62,16,0,0
0,63,16,1,0
0,64,16,0,0
0,65,16,0,0
0,66,16,0,0
1,67,16,0,0
1,68,16,0,0
0,69,16,0,0
0,70,16,0,0
0,71,16,0,0
0,72,16,0,0
0,73,16,0,0
0,74,16,0,0
0,75,16,1,0
0,76,16,0,0
0,77,16,1,0
0,78,16,0,0
0,79,16,0,0
0,80,16,0,0
0,81,16,1,0
0,82,16,0,0
0,83,16,0,0
0,84,16,0,0
0,85,16,0,0
0,86,16,1,0
0,87,16,0,0
1,88,16,0,0
0,89,16,0,0
0,90,16,0,0
0,91,16,0,0
0,92,16,0,0
0,93,16,0,0
0,94,16,1,0
0,95,16,0,0
0,96,16,0,0
0,97,16,1,0
0,98,16,0,0
0,99,16,0,0
0,100,16,0,0
0,101,16,0,0
0,102,16,0,0
0,103,16,1,0
0,104,16,0,0
0,105,16,0,0
0,106,16,0,0
0,107,16,0,0
0,108,16,1,0
0,109,16,0,0
1,110,16,0,0
0,111,16,0,0
0,112,16,0,0
0,113,16,0,0
0,114,16,1,0
0,115,16,0,0
0,116,16,0,0
0,117,16,1,0
0,118,16,0,0
0,119,16,0,0
0,120,16,0,0
0,121,16,1,0
0,122,16,0,0
1,123,16,0,0
0,124,16,0,0
0,125,16,1,0
0,126,16,0,0
0,127,16,0,0
0,128,16,0,0
0,129,16,0,0
0,130,16,1,0
0,131,16,1,0
0,132,16,0,0
0,133,16,1,0
1,134,16,1,0
0,135,16,0,0
0,136,16,1,0
0,137,16,0,0
0,138,16,0,0
0,139,16,0,0
0,140,16,0,0
0,141,16,0,0
0,142,16,1,0
0,143,16,1,0
0,144,16,0,0
0,145,16,0,0
0,146,16,0,0
0,147,16,0,0
0,148,16,0,0
0,149,16,1,0
0,150,16,0,0
0,151,16,0,0
0,152,16,0,0
1,153,16,0,0
0,154,16,0,0
0,155,16,0,0
0,156,16,0,0
0,157,16,0,0
0,158,16,0,0
0,159,16,0,0
0,160,16,0,0
0,161,16,0,0
0,162,16,0,0
0,163,16,0,0
0,164,16,0,0
0,165,16,0,0
1,166,16,0,0
0,167,16,0,0
0,168,16,0,0
0,169,16,0,0
0,170,16,0,0
0,171,16,0,0
0,172,16,0,0
0,173,16,0,0
0,174,16,0,0
0,175,16,1,0
1,176,16,0,0
0,177,16,0,0
0,178,16,0,0
0,179,16,0,0
0,180,16,0,0
0,181,16,0,0
1,182,16,0,0
0,183,16,0,0
0,184,16,0,0
0,185,16,0,0
0,186,16,0,0
1,187,16,1,0
0,188,16,0,0
0,189,16,0,0
0,190,16,0,0
0,191,16,0,0
0,192,16,0,0
0,193,16,0,0
1,194,16,0,0
0,195,16,0,0
0,196,16,1,0
0,197,16,0,0
0,198,16,0,0
1,199,16,0,0
0,200,16,0,0
1,201,16,0,0
0,202,16,0,0
0,203,16,0,0
1,204,16,0,0
0,205,16,0,0
0,206,16,0,0
1,207,16,0,0
0,208,16,0,0
0,209,16,0,0
0,210,16,1,0
0,211,16,0,0
1,212,16,1,0
0,213,16,0,0
0,214,16,0,0
0,215,16,1,0
0,216,16,0,0
0,217,16,0,0
0,218,16,0,0
0,219,16,0,0
1,220,16,0,0
0,221,16,0,0
0,222,16,0,0
0,223,16,1,0
0,224,16,0,0
0,225,16,0,0
0,226,16,0,0
0,227,16,0,0
0,228,16,1,0
0,229,16,0,0
0,230,16,0,0
0,231,16,0,0
0,232,16,1,0
0,233,16,0,0
0,234,16,0,0
0,235,16,0,0
0,236,16,1,0
0,237,16,0,0
0,238,16,1,0
0,239,16,0,0
0,240,16,0,0
0,241,16,0,0
1,242,16,0,0
0,243,16,0,0
1,244,16,0,0
0,245,16,0,0
0,246,16,0,0
0,247,16,1,0
0,248,16,0,0
0,249,16,0,0
0,250,16,0,0
0,251,16,0,0
0,252,16,1,0
0,253,16,0,0
0,254,16,0,0
0,255,16,0,0
0,256,16,0,0
0,257,16,0,0
0,258,16,1,0
0,259,16,0,0
0,260,16,0,0
1,261,16,0,0
0,262,16,0,0
0,263,16,0,0
0,264,16,0,0
0,265,16,0,0
0,266,16,0,0
0,267,16,0,0
0,268,16,1,0
0,269,16,0,0
0,270,16,0,0
0,271,16,0,0
1,272,16,0,0
0,273,16,0,0
1,274,16,0,0
1,275,16,0,0
0,276,16,0,0
0,277,16,1,0
0,278,16,0,0
0,279,16,0,0
0,280,16,0,0
0,281,16,0,0
0,282,16,0,0
0,283,16,0,0
0,284,16,0,0
0,285,16,0,0
0,286,16,0,0
0,287,16,0,0
0,288,16,0,0
0,289,16,0,0
0,290,16,1,0
0,291,16,0,0
0,292,16,0,0
0,293,16,0,0
0,294,16,0,0
0,295,16,1,0
0,296,16,1,0
0,297,16,0,0
0,298,16,0,0
0,299,16,0,0
0,300,16,1,0
0,301,16,1,0
0,302,16,0,0
0,303,16,0,0
0,304,16,0,0
0,305,16,0,0
0,306,16,0,0
1,307,16,1,0
0,308,16,0,0
0,309,16,0,0
0,310,16,1,0
0,311,16,0,0
0,312,16,0,0
0,313,16,1,0
0,314,16,0,0
0,315,16,1,0
0,316,16,0,0
0,317,16,0,0
0,318,16,0,0
0,319,16,0,0
0,320,16,1,0
0,321,16,0,0
0,322,16,0,0
0,323,16,1,0
1,324,16,0,0
0,325,16,0,0
0,326,16,1,0
1,327,16,0,0
0,328,16,0,0
0,329,16,0,0
0,330,16,0,0
0,331,16,0,0
0,332,16,0,0
0,333,16,0,0
0,334,16,0,0
0,335,16,0,0
0,336,16,0,0
0,337,16,0,0
0,338,16,0,0
0,339,16,1,0
0,340,16,1,0
0,341,16,0,0
0,342,16,0,0
0,343,16,1,0
0,344,16,0,0
0,345,16,0,0
0,346,16,0,0
1,347,16,0,0
0,348,16,0,0
0,349,16,0,0
0,350,16,0,0
0,351,16,1,0
0,352,16,0,0
0,353,16,0,0
0,354,16,0,0
0,355,16,1,0
0,356,16,0,0
0,357,16,0,0
0,358,16,1,0
0,359,16,0,0
0,360,16,0,0
0,361,16,1,0
0,362,16,0,0
0,363,16,1,0
0,364,16,0,0
0,365,16,0,0
0,366,16,1,0
0,367,16,0,0
0,368,16,0,0
0,369,16,0,0
0,370,16,0,0
0,371,16,1,0
0,372,16,0,0
1,373,16,0,0
0,374,16,0,0
0,375,16,0,0
0,376,16,0,0
0,377,16,0,0
0,378,16,0,0
0,379,16,0,0
0,380,16,0,0
0,381,16,0,0
0,382,16,0,0
0,383,16,0,0
0,384,16,1,0
0,385,16,0,0
1,386,16,0,0
0,387,16,0,0
1,388,16,0,0
0,389,16,0,0
0,390,16,0,0
0,391,16,1,0
0,392,16,0,0
0,393,16,0,0
0,394,16,0,0
0,395,16,0,0
0,396,16,0,0
0,397,16,0,0
0,398,16,1,0
0,399,16,0,0
0,400,16,0,0
0,401,16,1,0
0,402,16,0,0
1,403,16,0,0
0,404,16,0,0
0,405,16,0,0
1,406,16,0,0
0,407,16,0,0
0,408,16,0,0
1,409,16,0,0
0,410,16,1,0
0,411,16,0,0
0,412,16,0,0
0,413,16,0,0
0,414,16,0,0
0,415,16,0,0
0,416,16,0,0
0,417,16,0,0
0,418,16,0,0
1,419,16,0,0
0,420,16,0,0
0,421,16,0,0
0,422,16,0,0
0,423,16,0,0
0,424,16,0,0
0,425,16,0,0
0,426,16,0,0
0,427,16,0,0
0,428,16,0,0
0,429,16,0,0
0,430,16,0,0
0,431,16,0,0
0,432,16,0,0
1,433,16,0,0
1,434,16,0,0
0,435,16,1,0
0,436,16,0,0
0,437,16,0,0
1,438,16,1,0
0,439,16,0,0
0,440,16,0,0
0,441,16,0,0
0,442,16,0,0
0,443,16,0,0
1,444,16,0,0
1,445,16,0,0
0,446,16,1,0
0,447,16,0,0
0,448,16,0,0
0,449,16,0,0
0,450,16,0,0
0,451,16,0,0
0,452,16,1,0
0,453,16,1,0
0,454,16,0,0
0,455,16,0,0
0,456,16,0,0
1,457,16,0,0
0,458,16,0,0
0,459,16,0,0
0,460,16,0,0
1,461,16,0,0
0,462,16,0,0
0,463,16,0,0
0,464,16,0,0
0,465,16,0,0
0,466,16,0,0
0,467,16,0,0
0,468,16,0,0
0,469,16,0,0
1,470,16,0,0
0,471,16,0,0
0,472,16,1,0
0,473,16,0,0
0,474,16,0,0
0,475,16,0,0
0,476,16,0,0
0,477,16,0,0
0,478,16,0,0
0,479,16,0,0
0,480,16,1,0
0,481,16,0,0
0,482,16,1,0
0,483,16,0,0
0,484,16,0,0
0,485,16,0,0
0,486,16,0,0
0,487,16,0,0
0,488,16,0,0
0,489,16,0,0
1,490,16,0,0
1,491,16,0,0
0,492,16,0,0
0,493,16,0,0
0,494,16,0,0
0,495,16,1,0
0,496,16,0,0
0,497,16,0,0
0,498,16,0,0
0,499,16,0,0
0,500,16,0,0
0,1,17,0,1
0,2,17,1,1
0,3,17,1,1
1,4,17,1,1
0,5,17,1,1
1,6,17,1,1
0,7,17,1,1
0,8,17,1,1
0,9,17,1,1
0,10,17,1,1
1,11,17,1,1
0,12,17,0,1
0,13,17,1,1
1,14,17,1,1
0,15,17,1,1
0,16,17,1,1
0,17,17,0,1
0,18,17,1,1
0,19,17,1,1
0,20,17,1,1
0,21,17,1,1
0,22,17,0,1
0,23,17,1,1
0,24,17,1,1
0,25,17,1,1
0,26,17,1,1
0,27,17,1,1
0,28,17,1,1
0,29,17,0,1
0,30,17,0,1
0,31,17,0,1
0,32,17,1,1
0,33,17,1,1
0,34,17,1,1
0,35,17,1,1
0,36,17,1,1
0,37,17,1,1
0,38,17,1,1
0,39,17,1,1
0,40,17,0,1
0,41,17,1,1
0,42,17,1,1
0,43,17,1,1
0,44,17,1,1
0,45,17,0,1
0,46,17,1,1
0,47,17,1,1
0,48,17,1,1
0,49,17,1,1
0,50,17,1,1
0,51,17,1,1
0,52,17,1,1
0,53,17,1,1
0,54,17,1,1
0,55,17,0,1
0,56,17,1,1
0,57,17,1,1
0,58,17,1,1
0,59,17,1,1
1,60,17,1,1
0,61,17,1,1
0,62,17,0,1
0,63,17,0,1
0,64,17,1,1
0,65,17,1,1
0,66,17,1,1
1,67,17,1,1
1,68,17,1,1
0,69,17,1,1
0,70,17,1,1
0,71,17,1,1
0,72,17,1,1
0,73,17,1,1
0,74,17,0,1
0,75,17,0,1
0,76,17,1,1
0,77,17,1,1
0,78,17,1,1
0,79,17,1,1
0,80,17,0,1
0,81,17,1,1
0,82,17,0,1
0,83,17,1,1
0,84,17,1,1
0,85,17,1,1
0,86,17,1,1
0,87,17,0,1
1,88,17,1,1
0,89,17,1,1
0,90,17,1,1
0,91,17,1,1
0,92,17,0,1
0,93,17,1,1
0,94,17,0,1
0,95,17,1,1
0,96,17,1,1
0,97,17,1,1
0,98,17,1,1
0,99,17,1,1
0,100,17,1,1
0,101,17,1,1
0,102,17,1,1
0,103,17,1,1
0,104,17,0,1
0,105,17,1,1
0,106,17,0,1
0,107,17,1,1
0,108,17,1,1
0,109,17,1,1
1,110,17,1,1
0,111,17,0,1
0,112,17,1,1
0,113,17,1,1
0,114,17,1,1
0,115,17,1,1
0,116,17,1,1
0,117,17,1,1
0,118,17,1,1
0,119,17,1,1
0,120,17,1,1
0,121,17,1,1
0,122,17,1,1
1,123,17,1,1
0,124,17,1,1
0,125,17,1,1
0,126,17,1,1
0,127,17,0,1
0,128,17,1,1
0,129,17,1,1
0,130,17,1,1
0,131,17,0,1
0,132,17,0,1
0,133,17,1,1
1,134,17,1,1
0,135,17,1,1
0,136,17,1,1
0,137,17,1,1
0,138,17,1,1
0,139,17,1,1
0,140,17,1,1
0,141,17,1,1
0,142,17,0,1
0,143,17,1,1
0,144,17,0,1
0,145,17,1,1
0,146,17,1,1
0,147,17,1,1
0,148,17,1,1
0,149,17,1,1
0,150,17,1,1
0,151,17,1,1
0,152,17,0,1
1,153,17,1,1
0,154,17,1,1
0,155,17,1,1
0,156,17,1,1
0,157,17,1,1
0,158,17,0,1
0,159,17,1,1
0,160,17,1,1
0,161,17,1,1
0,162,17,0,1
0,163,17,1,1
0,164,17,0,1
0,165,17,1,1
1,166,17,1,1
0,167,17,1,1
0,168,17,1,1
0,169,17,0,1
0,170,17,0,1
0,171,17,1,1
0,172,17,0,1
0,173,17,0,1
0,174,17,1,1
0,175,17,1,1
1,176,17,1,1
0,177,17,0,1
0,178,17,1,1
0,179,17,1,1
0,180,17,1,1
0,181,17,1,1
1,182,17,1,1
0,183,17,1,1
0,184,17,1,1
0,185,17,1,1
0,186,17,0,1
1,187,17,1,1
0,188,17,1,1
0,189,17,1,1
0,190,17,1,1
0,191,17,1,1
0,192,17,0,1
0,193,17,1,1
1,194,17,1,1
0,195,17,0,1
0,196,17,0,1
0,197,17,0,1
0,198,17,0,1
1,199,17,1,1
0,200,17,1,1
1,201,17,1,1
0,202,17,1,1
0,203,17,1,1
1,204,17,1,1
0,205,17,1,1
0,206,17,1,1
1,207,17,1,1
0,208,17,1,1
0,209,17,1,1
0,210,17,1,1
0,211,17,1,1
1,212,17,1,1
0,213,17,0,1
0,214,17,1,1
0,215,17,1,1
0,216,17,1,1
0,217,17,0,1
0,218,17,1,1
0,219,17,1,1
1,220,17,1,1
0,221,17,1,1
0,222,17,1,1
0,223,17,0,1
0,224,17,1,1
0,225,17,1,1
0,226,17,1,1
0,227,17,0,1
0,228,17,1,1
0,229,17,0,1
0,230,17,1,1
0,231,17,0,1
0,232,17,1,1
0,233,17,1,1
0,234,17,1,1
0,235,17,1,1
0,236,17,1,1
0,237,17,0,1
0,238,17,1,1
0,239,17,1,1
0,240,17,1,1
0,241,17,1,1
1,242,17,1,1
0,243,17,0,1
1,244,17,1,1
0,245,17,1,1
0,246,17,1,1
0,247,17,1,1
0,248,17,0,1
0,249,17,1,1
0,250,17,1,1
0,251,17,1,1
0,252,17,1,1
0,253,17,1,1
0,254,17,1,1
0,255,17,1,1
0,256,17,1,1
0,257,17,0,1
0,258,17,1,1
0,259,17,1,1
0,260,17,1,1
1,261,17,1,1
0,262,17,1,1
0,263,17,1,1
0,264,17,1,1
0,265,17,1,1
0,266,17,1,1
0,267,17,0,1
0,268,17,1,1
0,269,17,1,1
0,270,17,1,1
0,271,17,1,1
1,272,17,1,1
0,273,17,1,1
1,274,17,1,1
1,275,17,1,1
0,276,17,1,1
0,277,17,1,1
0,278,17,1,1
0,279,17,1,1
0,280,17,1,1
0,281,17,0,1
0,282,17,1,1
0,283,17,1,1
0,284,17,0,1
0,285,17,1,1
0,286,17,1,1
0,287,17,1,1
0,288,17,1,1
0,289,17,0,1
0,290,17,1,1
0,291,17,1,1
0,292,17,1,1
0,293,17,1,1
0,294,17,1,1
0,295,17,1,1
0,296,17,1,1
0,297,17,1,1
0,298,17,1,1
0,299,17,1,1
0,300,17,1,1
0,301,17,1,1
0,302,17,1,1
0,303,17,1,1
0,304,17,1,1
0,305,17,0,1
0,306,17,1,1
1,307,17,1,1
0,308,17,1,1
0,309,17,1,1
0,310,17,1,1
0,311,17,1,1
0,312,17,1,1
0,313,17,1,1
0,314,17,1,1
0,315,17,1,1
0,316,17,0,1
0,317,17,1,1
0,318,17,0,1
0,319,17,1,1
0,320,17,1,1
0,321,17,1,1
0,322,17,1,1
0,323,17,1,1
1,324,17,1,1
0,325,17,1,1
0,326,17,1,1
1,327,17,1,1
0,328,17,0,1
0,329,17,1,1
0,330,17,1,1
0,331,17,1,1
0,332,17,1,1
0,333,17,1,1
0,334,17,1,1
0,335,17,0,1
0,336,17,1,1
0,337,17,1,1
0,338,17,1,1
0,339,17,1,1
0,340,17,1,1
0,341,17,0,1
0,342,17,1,1
0,343,17,1,1
0,344,17,0,1
0,345,17,1,1
0,346,17,1,1
1,347,17,1,1
0,348,17,0,1
0,349,17,1,1
0,350,17,1,1
0,351,17,0,1
0,352,17,1,1
0,353,17,0,1
0,354,17,1,1
0,355,17,0,1
0,356,17,0,1
0,357,17,0,1
0,358,17,1,1
0,359,17,1,1
0,360,17,1,1
0,361,17,1,1
0,362,17,1,1
0,363,17,1,1
0,364,17,1,1
0,365,17,0,1
0,366,17,1,1
0,367,17,1,1
0,368,17,1,1
0,369,17,1,1
0,370,17,1,1
0,371,17,1,1
0,372,17,1,1
1,373,17,1,1
0,374,17,0,1
0,375,17,1,1
0,376,17,0,1
0,377,17,1,1
0,378,17,0,1
0,379,17,0,1
0,380,17,0,1
0,381,17,1,1
0,382,17,1,1
0,383,17,1,1
0,384,17,1,1
0,385,17,1,1
1,386,17,1,1
0,387,17,1,1
1,388,17,1,1
0,389,17,1,1
0,390,17,1,1
0,391,17,1,1
0,392,17,1,1
0,393,17,1,1
0,394,17,0,1
0,395,17,0,1
0,396,17,1,1
0,397,17,1,1
0,398,17,1,1
0,399,17,1,1
0,400,17,1,1
0,401,17,1,1
0,402,17,0,1
1,403,17,1,1
0,404,17,0,1
0,405,17,1,1
1,406,17,1,1
0,407,17,0,1
0,408,17,1,1
1,409,17,1,1
0,410,17,1,1
0,411,17,1,1
0,412,17,1,1
0,413,17,1,1
0,414,17,1,1
0,415,17,1,1
0,416,17,1,1
0,417,17,0,1
0,418,17,1,1
1,419,17,1,1
0,420,17,1,1
